income,foodexp
408.3399343764791,284.800803268761
638.671348198183,431.09996475624496
1225.78900333424,801.351758612919
715.3700777152361,448.451258996436
800.4707563185408,577.911070749254
975.597398720442,570.521012300081
1613.75654835121,865.320535878418
608.501878790717,444.557764325978
958.6633782799561,680.419826789901
835.942641428986,576.277894453487
873.737511101673,631.798175131743
951.44320976533,608.641850318947
473.002181248345,300.999920310599
601.003044352051,377.998414059123
713.99788489267,397.001476569931
829.2983650721901,588.519463958722
959.795268750367,681.761575036767
1212.96129506839,807.360270100159
958.874307424532,696.801097085781
1129.44314702273,811.196241851397
1943.0418733108304,1305.72014134299
539.6387855034391,442.000052121661
463.59902112558296,353.601297444411
562.640004501253,468.000797511221
736.7583830707761,526.75734679978
1415.44606403432,890.239030266526
2208.78970565549,1318.80328223672
636.000913716338,331.000537750629
759.401026863119,416.4015253839189
1078.83819961899,596.840554600565
499.75101280411695,408.499218009175
1020.02253584507,775.0209025330321
1595.1610788589,1138.1620460232302
776.595792938105,485.519766208776
1230.92352504251,772.761142353133
1807.9520145953602,993.96301727137
415.440747985411,305.438973730216
440.51742415637,306.519078570937
541.200597324592,299.199327967538
581.35989168777,468.000797511221
743.077242789534,522.6019058804641
1057.67671146451,750.3201634192011
